OrderId,Date,Region,SalesPerson,Product,Category,Quantity,UnitPrice,Discount,CostPrice
183,2024-05-10,East,Eva,Mouse,Accessories,28,18.92,0.12,17.29
184,2024-05-28,South,Bob,Mouse,Accessories,29,22.74,0.12,10.7
185,2024-04-09,West,Alice,Chair,Furniture,15,75.33,0.15,64.11
186,2024-06-27,South,Charlie,Desk,Furniture,14,191.79,0.1,113.51
187,2024-02-11,West,Liam,Headphones,Electronics,26,71.26,0,87.71
188,2024-03-27,North,David,Desk,Furniture,19,298.05,0.1,122.62
189,2024-05-29,East,Bob,Desk,Furniture,9,222.97,0.15,86.25
190,2024-05-20,North,Sophia,Keyboard,Accessories,14,45.88,0,30.34
191,2024-02-18,North,Liam,Desk,Furniture,30,271.6,0.05,92.54
192,2024-01-19,South,Charlie,Chair,Furniture,11,137.0,0,98.55
193,2024-06-20,North,David,Desk,Furniture,22,187.1,0,80.34
194,2024-02-19,East,Eva,Mouse,Accessories,21,26.13,0.1,17.35
195,2024-02-28,South,Liam,Laptop,Electronics,6,1704.28,0.05,1282.92
196,2024-05-04,West,Charlie,Keyboard,Accessories,12,54.38,0.15,33.88
197,2024-05-27,East,Sophia,Laptop,Electronics,8,1449.43,0,1177.99
198,2024-04-18,North,Sophia,Desk,Furniture,4,198.32,0,112.66
199,2024-06-28,West,David,Monitor,Electronics,18,400.05,0.05,275.54
200,2024-03-22,South,Alice,Laptop,Electronics,5,1126.33,0.15,961.29
201,2024-01-22,North,Charlie,Chair,Furniture,13,154.13,0.2,50.83
202,2024-03-10,South,Liam,Desk,Furniture,28,158.93,0,155.78
203,2024-06-08,South,Charlie,Keyboard,Accessories,7,49.71,0.1,25.63
204,2024-03-02,North,Liam,Monitor,Electronics,25,387.18,0.05,211.57
205,2024-06-11,East,Sophia,Headphones,Electronics,3,103.38,0.1,42.65
206,2024-01-31,West,Eva,Laptop,Electronics,17,1322.02,0.05,1119.18
207,2024-05-02,North,Bob,Desk,Furniture,29,142.4,0.1,179.16
208,2024-04-28,West,Liam,Desk,Furniture,10,209.43,0,88.44
209,2024-02-09,South,Eva,Headphones,Electronics,17,145.16,0.05,45.6
210,2024-04-22,East,Bob,Monitor,Electronics,8,405.08,0,179.83
211,2024-06-03,East,Bob,Chair,Furniture,12,121.93,0.12,99.44
212,2024-04-13,North,David,Desk,Furniture,1,209.77,0.12,101.26
213,2024-02-01,North,Bob,Monitor,Electronics,4,266.28,0.05,262.02
214,2024-01-30,South,Eva,Monitor,Electronics,7,256.0,0.12,286.06
215,2024-04-25,North,Liam,Keyboard,Accessories,27,48.45,0.12,32.83
216,2024-01-17,South,David,Chair,Furniture,30,78.67,0.15,77.23
217,2024-06-02,East,David,Mouse,Accessories,8,24.26,0.15,14.02
218,2024-01-21,South,Bob,Desk,Furniture,5,156.54,0.2,85.06
219,2024-01-28,South,David,Keyboard,Accessories,2,46.58,0.05,31.81
220,2024-06-04,South,Alice,Monitor,Electronics,3,258.69,0.2,153.42
221,2024-05-03,North,Eva,Monitor,Electronics,27,320.7,0.2,284.41
222,2024-02-09,East,David,Headphones,Electronics,29,117.92,0,82.95
223,2024-06-20,East,Alice,Chair,Furniture,12,151.92,0.2,50.69
224,2024-03-15,South,Sophia,Monitor,Electronics,23,417.49,0.2,206.95
225,2024-02-01,North,Charlie,Headphones,Electronics,3,124.36,0.15,82.54
226,2024-06-13,East,David,Laptop,Electronics,10,1261.86,0.1,1275.88
227,2024-02-28,North,Bob,Mouse,Accessories,8,27.4,0.1,15.22
228,2024-06-27,North,Sophia,Desk,Furniture,11,208.26,0.15,146.57
229,2024-06-26,East,Bob,Mouse,Accessories,18,27.21,0.12,18.37
230,2024-06-04,South,Charlie,Monitor,Electronics,23,289.84,0.1,150.89
231,2024-03-20,West,David,Mouse,Accessories,15,18.31,0.1,16.8
232,2024-05-22,North,Liam,Headphones,Electronics,21,134.65,0.05,45.29
233,2024-03-05,North,Liam,Keyboard,Accessories,12,53.37,0.1,24.0
234,2024-05-15,East,David,Chair,Furniture,16,76.45,0.1,69.56
235,2024-04-10,North,Charlie,Laptop,Electronics,1,1605.81,0.05,1318.58
236,2024-03-02,South,Charlie,Monitor,Electronics,15,318.71,0.05,225.91
237,2024-02-02,East,Eva,Mouse,Accessories,3,20.88,0.15,15.01
238,2024-01-19,East,Liam,Headphones,Electronics,25,69.57,0,67.54
239,2024-05-10,South,Charlie,Headphones,Electronics,16,89.16,0.2,42.95
240,2024-04-12,East,Sophia,Keyboard,Accessories,3,51.34,0.2,26.52
241,2024-01-21,West,Bob,Mouse,Accessories,13,24.11,0.2,12.58
242,2024-02-20,South,David,Desk,Furniture,13,243.62,0.2,176.78
243,2024-03-12,East,Liam,Desk,Furniture,17,255.01,0,92.83
244,2024-05-29,North,David,Mouse,Accessories,1,23.69,0.05,16.37
245,2024-02-28,East,Sophia,Headphones,Electronics,20,68.88,0.2,86.19
246,2024-04-01,East,Liam,Monitor,Electronics,27,325.75,0.1,187.86
247,2024-06-14,West,Bob,Chair,Furniture,8,123.46,0.1,74.42
248,2024-03-25,North,Alice,Monitor,Electronics,29,412.14,0,207.71
249,2024-03-11,East,David,Headphones,Electronics,11,79.6,0.12,81.74
250,2024-04-11,East,Liam,Monitor,Electronics,5,366.49,0.1,292.81
251,2024-04-10,South,Bob,Laptop,Electronics,15,1294.6,0.05,996.81
252,2024-03-03,East,Charlie,Keyboard,Accessories,13,38.86,0.1,22.61
253,2024-05-13,East,Alice,Mouse,Accessories,4,21.46,0,17.03
254,2024-02-05,West,Liam,Desk,Furniture,1,141.47,0.15,179.03
255,2024-03-20,South,Alice,Keyboard,Accessories,14,52.01,0.15,34.23
256,2024-03-17,North,Bob,Headphones,Electronics,16,129.85,0,88.24
257,2024-02-18,North,Liam,Chair,Furniture,13,135.49,0.15,86.26
258,2024-05-19,East,Bob,Headphones,Electronics,19,144.92,0.2,67.79
259,2024-05-13,South,Liam,Monitor,Electronics,26,307.02,0,218.11
260,2024-03-07,West,Alice,Keyboard,Accessories,9,48.35,0.12,27.84
261,2024-03-30,South,Bob,Headphones,Electronics,29,109.42,0.1,67.43
262,2024-05-12,East,Liam,Monitor,Electronics,23,415.02,0.05,269.44
263,2024-02-19,North,Sophia,Mouse,Accessories,18,27.05,0.12,11.01
264,2024-05-04,West,David,Keyboard,Accessories,16,53.73,0.2,22.21
265,2024-03-29,North,Bob,Keyboard,Accessories,6,42.04,0.1,30.91
266,2024-04-02,North,David,Headphones,Electronics,4,99.46,0.05,42.1
267,2024-03-23,West,Alice,Monitor,Electronics,22,423.95,0,295.55
268,2024-05-04,South,Liam,Monitor,Electronics,23,293.22,0.15,254.77
269,2024-04-13,East,Liam,Monitor,Electronics,12,431.86,0,260.69
270,2024-06-09,North,Bob,Desk,Furniture,2,268.86,0,165.51
271,2024-06-22,West,Charlie,Keyboard,Accessories,13,47.59,0.05,34.31
272,2024-05-14,West,Liam,Headphones,Electronics,21,62.62,0,86.49
273,2024-06-29,East,Alice,Mouse,Accessories,2,17.56,0,11.89
274,2024-01-11,West,David,Desk,Furniture,8,219.27,0,106.62
275,2024-05-07,East,Sophia,Laptop,Electronics,13,1406.16,0.05,1038.69
276,2024-03-15,South,Bob,Mouse,Accessories,16,16.5,0.1,11.44
277,2024-02-15,East,Liam,Headphones,Electronics,24,138.46,0.15,56.13
278,2024-04-22,North,Sophia,Monitor,Electronics,13,395.78,0.12,244.28
279,2024-03-10,South,Charlie,Chair,Furniture,3,149.2,0.12,53.12
280,2024-06-02,East,Bob,Desk,Furniture,20,159.72,0.12,87.71
281,2024-04-11,North,David,Laptop,Electronics,20,1250.32,0.15,1371.79
282,2024-04-07,South,David,Chair,Furniture,6,90.92,0.2,52.12
283,2024-03-03,South,Bob,Keyboard,Accessories,12,42.24,0.15,24.76
284,2024-03-17,North,Sophia,Monitor,Electronics,23,262.33,0,200.68
285,2024-06-03,North,David,Mouse,Accessories,4,29.61,0,11.7
286,2024-03-15,North,Liam,Chair,Furniture,20,125.14,0.12,91.85
287,2024-01-29,North,Eva,Monitor,Electronics,27,290.21,0,200.29
288,2024-01-17,East,Alice,Keyboard,Accessories,17,38.85,0.2,31.37
289,2024-04-23,East,Charlie,Headphones,Electronics,5,112.84,0.2,48.5
290,2024-04-21,South,David,Laptop,Electronics,11,1412.95,0.1,1332.44
291,2024-04-19,North,David,Keyboard,Accessories,13,36.16,0.12,26.84
292,2024-06-03,North,Eva,Keyboard,Accessories,2,52.31,0.2,21.66
293,2024-04-09,North,David,Monitor,Electronics,16,317.44,0,195.76
294,2024-06-29,West,Liam,Headphones,Electronics,1,70.78,0.15,55.23
295,2024-02-20,West,Alice,Monitor,Electronics,26,415.06,0,265.93
296,2024-06-26,South,Bob,Laptop,Electronics,16,1599.43,0.05,941.08
297,2024-05-20,South,Bob,Laptop,Electronics,29,1207.55,0.1,1331.82
298,2024-04-30,East,Sophia,Monitor,Electronics,11,300.94,0.05,156.6
299,2024-06-15,West,Charlie,Laptop,Electronics,1,1556.67,0.15,985.06
300,2024-06-08,East,Liam,Monitor,Electronics,17,338.75,0.1,273.81
301,2024-05-26,South,Eva,Chair,Furniture,19,126.5,0.05,83.97
302,2024-05-13,East,Eva,Mouse,Accessories,12,23.81,0,17.77
303,2024-02-06,South,Charlie,Headphones,Electronics,3,72.07,0.2,55.29
304,2024-03-17,North,Alice,Desk,Furniture,20,174.51,0.05,114.08
305,2024-03-13,West,Liam,Mouse,Accessories,8,15.67,0.2,18.22
306,2024-03-24,North,Alice,Desk,Furniture,14,165.87,0.12,155.18
307,2024-06-09,West,Sophia,Headphones,Electronics,3,60.66,0.12,80.68
308,2024-05-04,North,Sophia,Monitor,Electronics,18,422.13,0.2,206.02
309,2024-03-30,North,Sophia,Mouse,Accessories,1,28.26,0,16.08
310,2024-03-02,East,Liam,Monitor,Electronics,8,288.97,0,269.48
311,2024-04-20,East,Sophia,Monitor,Electronics,26,295.21,0.2,279.01
312,2024-04-22,North,David,Chair,Furniture,9,101.08,0.12,60.31
313,2024-03-20,South,Liam,Headphones,Electronics,19,64.45,0.1,72.9
314,2024-04-03,East,Liam,Desk,Furniture,27,151.38,0.05,124.14
315,2024-04-06,North,David,Headphones,Electronics,2,103.9,0.2,44.42
316,2024-05-21,East,Sophia,Keyboard,Accessories,16,49.43,0.12,22.24
317,2024-04-26,West,Liam,Headphones,Electronics,9,124.19,0.1,63.22
318,2024-05-16,North,Eva,Chair,Furniture,20,112.95,0.2,87.82
319,2024-03-21,West,David,Headphones,Electronics,22,137.12,0.12,85.04
320,2024-04-25,East,Alice,Headphones,Electronics,5,107.55,0.12,61.44
321,2024-01-18,South,David,Chair,Furniture,7,154.87,0.12,46.91
322,2024-06-23,East,David,Monitor,Electronics,26,304.54,0.12,168.38
323,2024-02-09,West,Bob,Keyboard,Accessories,2,41.46,0.2,20.89
324,2024-02-21,West,Liam,Chair,Furniture,19,94.0,0.05,64.85
325,2024-04-01,North,Liam,Laptop,Electronics,18,1588.53,0.12,960.18
326,2024-02-14,North,Liam,Laptop,Electronics,16,1181.21,0.1,1234.47
327,2024-01-05,East,Alice,Desk,Furniture,28,185.45,0.1,92.27
328,2024-01-15,North,Liam,Chair,Furniture,24,106.01,0,45.0
329,2024-02-16,North,David,Chair,Furniture,26,81.02,0.05,67.54
330,2024-05-14,North,Liam,Desk,Furniture,14,242.59,0.12,119.85
331,2024-03-26,West,Bob,Desk,Furniture,12,279.29,0.05,147.42
332,2024-05-25,North,Charlie,Desk,Furniture,16,206.39,0.05,161.1
333,2024-05-08,West,Bob,Mouse,Accessories,17,29.67,0.1,10.48
334,2024-04-17,West,Liam,Laptop,Electronics,25,1321.02,0.12,986.29
335,2024-01-22,East,Bob,Monitor,Electronics,6,421.53,0.2,181.2
336,2024-04-07,North,Bob,Desk,Furniture,5,209.54,0.2,152.08
337,2024-06-06,West,Eva,Headphones,Electronics,13,138.19,0.1,64.38
338,2024-06-14,North,Alice,Desk,Furniture,1,261.91,0.15,178.92
339,2024-01-25,North,David,Monitor,Electronics,21,332.52,0.05,277.95
340,2024-04-28,North,Bob,Headphones,Electronics,10,98.15,0.12,59.72
341,2024-02-07,East,Sophia,Mouse,Accessories,9,21.16,0.15,16.83
342,2024-04-17,West,Alice,Headphones,Electronics,13,109.77,0.05,59.26
343,2024-03-24,East,Charlie,Keyboard,Accessories,8,52.75,0.05,29.44
344,2024-01-21,South,Eva,Headphones,Electronics,26,84.1,0.15,81.17
345,2024-05-29,South,Sophia,Monitor,Electronics,16,340.6,0.15,233.6
346,2024-05-06,North,Liam,Keyboard,Accessories,15,43.04,0.1,29.43
347,2024-04-23,East,David,Chair,Furniture,19,73.17,0.05,61.32
348,2024-01-08,North,Bob,Keyboard,Accessories,13,54.61,0.2,26.49
349,2024-03-26,East,Eva,Keyboard,Accessories,7,45.03,0.05,21.75
350,2024-06-29,West,Liam,Chair,Furniture,19,123.94,0.2,66.3
351,2024-06-19,South,David,Headphones,Electronics,3,135.82,0.05,63.7
352,2024-01-16,North,Liam,Desk,Furniture,17,174.78,0.1,148.29
353,2024-03-21,East,Alice,Monitor,Electronics,14,258.82,0,188.45
354,2024-02-26,South,Sophia,Laptop,Electronics,16,1180.43,0,923.32
355,2024-06-29,East,Liam,Monitor,Electronics,4,370.35,0.12,233.94
356,2024-01-27,North,Liam,Keyboard,Accessories,28,36.2,0.12,28.34
357,2024-05-18,South,David,Chair,Furniture,13,121.28,0.12,62.5
358,2024-04-16,North,Charlie,Keyboard,Accessories,7,41.36,0.05,31.6
359,2024-02-07,North,Charlie,Laptop,Electronics,29,1661.36,0.1,1384.57
360,2024-06-04,East,Bob,Desk,Furniture,23,175.09,0.05,149.62
361,2024-03-17,West,Eva,Desk,Furniture,26,216.3,0.12,87.62
362,2024-03-19,East,Liam,Headphones,Electronics,13,62.25,0.1,54.26
363,2024-06-06,North,Bob,Mouse,Accessories,19,21.28,0.12,14.52
364,2024-01-12,East,Bob,Mouse,Accessories,27,17.02,0.2,17.32
365,2024-02-08,South,Eva,Headphones,Electronics,4,139.55,0,84.97
366,2024-05-26,South,Sophia,Desk,Furniture,22,231.25,0.05,124.06
367,2024-06-15,West,Bob,Headphones,Electronics,15,87.09,0.2,45.9
368,2024-02-07,West,David,Keyboard,Accessories,30,36.67,0,32.31
369,2024-01-19,West,David,Chair,Furniture,12,148.72,0,67.85
370,2024-06-20,South,David,Laptop,Electronics,21,1151.02,0.12,1160.14
371,2024-03-05,South,Charlie,Mouse,Accessories,5,25.52,0.1,19.47
372,2024-03-22,East,Alice,Monitor,Electronics,21,364.1,0.2,295.72
373,2024-05-18,West,Liam,Chair,Furniture,19,123.39,0.1,40.52
374,2024-03-12,West,Liam,Mouse,Accessories,11,15.09,0.15,18.08
375,2024-01-12,West,Charlie,Mouse,Accessories,23,18.38,0,17.92
376,2024-06-08,South,David,Keyboard,Accessories,28,54.33,0.1,27.62
377,2024-02-02,South,Alice,Keyboard,Accessories,7,53.68,0,26.89
378,2024-04-03,West,David,Keyboard,Accessories,1,41.27,0,26.35
379,2024-02-20,North,Alice,Desk,Furniture,2,291.35,0.1,152.96
380,2024-01-01,South,Eva,Keyboard,Accessories,20,36.81,0.1,21.71
381,2024-03-26,East,Charlie,Headphones,Electronics,3,126.84,0.2,57.8
382,2024-04-23,East,Liam,Mouse,Accessories,17,16.24,0.1,13.72
383,2024-04-03,South,Liam,Monitor,Electronics,26,254.91,0.12,257.95
384,2024-02-20,West,Liam,Mouse,Accessories,1,24.19,0.15,12.15
385,2024-06-11,West,Eva,Laptop,Electronics,28,1160.67,0.1,1389.62
386,2024-06-13,North,Charlie,Monitor,Electronics,14,329.77,0.15,235.07
387,2024-01-15,West,Liam,Chair,Furniture,12,89.35,0.2,50.06
388,2024-04-12,North,Bob,Keyboard,Accessories,16,49.19,0.2,33.15
389,2024-04-01,West,Sophia,Desk,Furniture,16,211.19,0.15,164.15
390,2024-02-02,East,Bob,Monitor,Electronics,9,273.44,0.12,182.07
391,2024-03-30,East,Bob,Laptop,Electronics,14,1211.12,0.1,1232.7
392,2024-04-25,West,Liam,Monitor,Electronics,16,376.72,0,280.53
393,2024-05-13,East,Eva,Chair,Furniture,8,136.04,0,77.84
394,2024-06-22,South,Bob,Desk,Furniture,11,155.18,0.1,114.99
395,2024-03-24,North,David,Headphones,Electronics,13,70.77,0.15,82.0
396,2024-03-28,South,Liam,Mouse,Accessories,2,29.11,0,11.37
397,2024-05-26,South,Liam,Headphones,Electronics,12,143.12,0.12,71.96
398,2024-03-14,North,Eva,Mouse,Accessories,10,28.9,0.12,15.19
399,2024-03-05,North,David,Headphones,Electronics,5,125.6,0,70.66
400,2024-01-13,West,Sophia,Headphones,Electronics,23,112.65,0.2,70.89
401,2024-06-28,West,Liam,Monitor,Electronics,14,326.96,0.05,183.1
402,2024-05-05,North,Bob,Headphones,Electronics,2,142.31,0.15,66.42
403,2024-05-15,West,Alice,Keyboard,Accessories,20,46.21,0.05,23.55
404,2024-02-15,East,Eva,Mouse,Accessories,5,26.68,0.05,11.17
405,2024-04-19,East,Bob,Keyboard,Accessories,24,37.07,0.1,30.48
406,2024-03-18,North,Liam,Keyboard,Accessories,13,44.04,0,21.71
407,2024-05-02,West,Bob,Monitor,Electronics,16,362.18,0.2,202.03
408,2024-02-19,North,Bob,Monitor,Electronics,19,386.76,0.15,210.32
409,2024-03-18,North,David,Laptop,Electronics,28,1791.17,0,1204.45
410,2024-05-30,North,David,Monitor,Electronics,9,439.57,0.15,255.21
411,2024-05-19,South,David,Chair,Furniture,29,158.85,0.05,81.36
412,2024-03-14,East,Bob,Monitor,Electronics,26,265.68,0.12,247.81
413,2024-02-12,East,Alice,Monitor,Electronics,25,252.9,0.15,236.67
414,2024-04-10,West,Eva,Monitor,Electronics,15,316.57,0.05,178.61
415,2024-06-20,West,Alice,Chair,Furniture,25,113.83,0.2,87.41
416,2024-02-15,North,David,Headphones,Electronics,26,137.54,0.2,57.62
417,2024-01-13,West,David,Keyboard,Accessories,22,38.55,0.1,22.69
418,2024-01-18,West,Sophia,Chair,Furniture,9,82.65,0.1,79.83
419,2024-01-26,North,Charlie,Mouse,Accessories,25,24.59,0,13.24
420,2024-05-08,East,Liam,Keyboard,Accessories,7,50.73,0.05,32.56
421,2024-01-18,East,Alice,Headphones,Electronics,18,134.41,0,52.47
422,2024-06-25,West,Sophia,Laptop,Electronics,25,1380.7,0.1,1391.39
423,2024-06-28,South,Charlie,Chair,Furniture,19,106.56,0.2,84.2
424,2024-03-30,West,Sophia,Monitor,Electronics,26,305.64,0,286.73
425,2024-03-03,East,Charlie,Keyboard,Accessories,1,36.16,0,22.15
426,2024-02-05,West,Alice,Mouse,Accessories,1,28.54,0,19.04
427,2024-05-06,West,Alice,Keyboard,Accessories,16,42.87,0,20.88
428,2024-01-28,North,David,Monitor,Electronics,21,275.55,0.2,189.96
429,2024-03-21,West,Eva,Desk,Furniture,22,234.72,0.15,89.89
430,2024-02-12,North,Sophia,Mouse,Accessories,15,28.36,0.2,13.62
431,2024-04-05,South,David,Mouse,Accessories,19,15.55,0.05,19.33
432,2024-01-14,East,Sophia,Headphones,Electronics,30,68.18,0.2,41.56
433,2024-01-18,South,David,Headphones,Electronics,26,61.71,0.2,85.65
434,2024-06-29,South,Sophia,Desk,Furniture,24,222.65,0,120.39
435,2024-03-15,North,Sophia,Monitor,Electronics,22,334.68,0,167.62
436,2024-06-12,North,Charlie,Headphones,Electronics,19,83.25,0.1,78.3
437,2024-01-24,North,Charlie,Laptop,Electronics,21,1616.18,0.05,1019.57
438,2024-05-23,South,Alice,Chair,Furniture,7,118.6,0.2,58.74
439,2024-04-11,West,Bob,Laptop,Electronics,30,1642.29,0.15,1301.74
440,2024-05-11,South,Eva,Laptop,Electronics,26,1389.62,0.1,1226.07
441,2024-02-16,West,Alice,Keyboard,Accessories,7,52.86,0.2,29.61
442,2024-02-02,East,Sophia,Chair,Furniture,18,116.46,0.2,93.7
443,2024-05-12,East,Alice,Mouse,Accessories,28,22.62,0.12,19.88
444,2024-01-25,West,Bob,Mouse,Accessories,12,22.41,0,10.98
445,2024-01-09,South,Liam,Desk,Furniture,11,253.63,0.2,99.06
446,2024-01-26,East,Eva,Headphones,Electronics,16,64.96,0.12,78.58
447,2024-01-14,East,Liam,Laptop,Electronics,14,1223.48,0,1271.3
448,2024-04-28,East,Bob,Mouse,Accessories,3,21.11,0.2,19.18
449,2024-06-09,West,Bob,Keyboard,Accessories,21,51.73,0,33.87
450,2024-06-02,South,David,Headphones,Electronics,1,113.87,0,79.0
451,2024-04-02,North,Eva,Monitor,Electronics,27,358.32,0.12,259.28
452,2024-05-05,East,Eva,Desk,Furniture,25,214.11,0.2,112.96
453,2024-02-09,East,Charlie,Mouse,Accessories,27,16.9,0.05,17.98
454,2024-01-25,East,Sophia,Laptop,Electronics,27,1262.98,0.1,1027.07
455,2024-05-29,North,Alice,Mouse,Accessories,28,21.2,0,13.29
456,2024-02-01,East,Bob,Desk,Furniture,10,231.6,0.12,115.52
457,2024-03-09,South,Sophia,Mouse,Accessories,4,15.32,0.05,17.33
458,2024-03-25,East,Alice,Keyboard,Accessories,15,51.32,0,27.55
459,2024-02-14,East,Eva,Chair,Furniture,25,79.81,0.12,58.91
460,2024-02-15,North,Liam,Keyboard,Accessories,8,46.78,0.2,21.5
461,2024-02-13,North,Sophia,Laptop,Electronics,3,1115.27,0.05,1151.18
462,2024-06-26,East,Bob,Monitor,Electronics,3,318.32,0.05,216.44
463,2024-01-04,South,Alice,Mouse,Accessories,16,27.56,0.05,14.21
464,2024-03-01,West,Bob,Desk,Furniture,30,293.51,0.15,83.81
465,2024-01-09,West,Liam,Desk,Furniture,25,291.59,0,88.89
